Date,Open,High,Low,Close,Adj Close,Volume
2010-07-01,70.709999,84.239998,69.779999,82.550003,77.191292,82039200
2010-08-01,83.900002,87.739998,77.250000,78.050003,72.983421,56232100
2010-09-01,79.309998,88.459999,79.040001,85.500000,79.949806,64270700
2010-10-01,86.410004,90.629997,84.739998,87.720001,82.145927,50043800
2010-11-01,87.690002,93.029999,84.489998,91.120003,85.329857,49585600
2010-12-01,93.239998,96.230003,91.279999,93.010002,87.222000,44562900
2011-01-01,93.540001,97.000000,90.010002,90.320000,84.699417,50949100
2011-02-01,92.750000,98.519997,87.540001,90.019997,84.418060,58904800
2011-03-01,90.570000,94.410004,85.029999,93.550003,87.728409,76921200
2011-04-01,95.000000,96.500000,90.660004,95.669998,89.839272,40628800
2011-05-01,96.250000,96.889999,90.800003,93.639999,87.932999,44179300
2011-06-01,93.949997,94.949997,81.220001,94.849998,89.069260,63062400
2011-07-01,94.680000,98.660004,86.330002,86.879997,81.706459,54486200
2011-08-01,88.050003,88.050003,72.160004,78.720001,74.032394,88179300
2011-09-01,78.720001,80.110001,64.550003,67.680000,63.649784,77383000
2011-10-01,66.900002,85.750000,64.070000,81.830002,77.088585,66543700
2011-11-01,78.910004,83.449997,76.059998,83.080002,78.266159,43187300
2011-12-01,82.519997,86.370003,76.949997,83.510002,78.671265,56531600
2012-01-01,85.470001,93.519997,82.790001,91.489998,86.324928,43850000
2012-02-01,92.790001,97.190002,89.419998,89.989998,84.909630,43127800
2012-03-01,90.150002,96.889999,88.029999,91.959999,86.768410,52277100
2012-04-01,92.040001,92.849998,86.199997,88.239998,83.379189,38477600
2012-05-01,88.139999,91.430000,84.860001,89.139999,84.229630,42157000
2012-06-01,87.220001,92.309998,83.800003,91.610001,86.563545,50598200
2012-07-01,91.589996,93.169998,86.220001,90.300003,85.464523,36817600
2012-08-01,90.660004,91.120003,86.870003,87.629997,82.937500,36701900
2012-09-01,87.370003,90.919998,83.919998,84.620003,80.088692,57471500
2012-10-01,84.930000,94.260002,84.209999,91.989998,87.206299,52323200
2012-11-01,91.540001,93.980003,85.150002,89.529999,84.874252,37721500
2012-12-01,89.980003,95.440002,87.989998,91.720001,87.091934,39662000
2013-01-01,93.459999,103.139999,93.370003,101.449997,96.330963,40850600
