Date,Open,High,Low,Close,Adj Close,Volume
2018-06-29,106.300003,107.250000,106.150002,106.230003,102.671364,3409300
2018-07-02,105.870003,106.470001,105.419998,105.879997,102.333092,2252300
2018-07-03,106.260002,106.849998,105.459999,105.760002,102.217110,1145700
2018-07-05,105.989998,106.339996,104.940002,106.290001,102.729355,2866800
2018-07-06,106.480003,106.690002,105.120003,106.029999,102.478058,2022400
2018-07-09,106.300003,108.720001,106.269997,108.589996,104.952309,2103600
2018-07-10,108.699997,108.970001,107.970001,108.510002,104.874985,1503900
2018-07-11,107.699997,108.169998,107.040001,107.330002,103.734520,1765000
2018-07-12,108.080002,109.029999,107.809998,108.529999,104.894318,1920100
2018-07-13,108.370003,109.410004,107.930000,108.970001,105.319588,1997900
2018-07-16,111.129997,111.570000,109.839996,110.650002,106.943291,4288800
2018-07-17,110.660004,111.180000,109.660004,111.070000,107.349228,2102400
2018-07-18,110.959999,112.629997,110.809998,112.160004,108.402718,2798600
2018-07-19,111.889999,112.900002,111.449997,112.839996,109.059929,2457900
2018-07-20,112.019997,112.550003,111.750000,112.070000,108.315727,1776000
2018-07-23,112.470001,113.000000,112.199997,112.709999,108.934296,1871000
2018-07-24,113.339996,113.669998,111.949997,112.440002,108.673340,2646000
2018-07-25,112.250000,120.440002,112.250000,120.199997,116.173378,6725700
2018-07-26,119.989998,120.680000,118.050003,118.870003,114.887939,3630300
2018-07-27,119.239998,119.239998,118.150002,118.660004,114.684967,2094700
2018-07-30,118.809998,119.940002,118.540001,118.709999,114.733292,2020400
2018-07-31,119.620003,121.360001,119.309998,119.889999,115.873764,2395100
2018-08-01,119.889999,120.000000,117.800003,119.360001,115.361519,1913000
2018-08-02,119.000000,119.199997,118.029999,118.599998,114.626976,1653500
2018-08-03,118.620003,119.339996,118.199997,119.150002,115.158554,1912900
2018-08-06,118.849998,119.930000,118.849998,119.540001,115.535492,1603400
2018-08-07,119.519997,120.139999,118.639999,120.010002,115.989746,1957400
2018-08-08,120.010002,120.790001,119.809998,120.580002,116.540657,1603100
2018-08-09,120.230003,121.849998,120.129997,120.870003,116.820938,2050100
2018-08-10,120.519997,120.790001,119.000000,119.269997,115.274529,2341400
2018-08-13,119.220001,119.480003,117.720001,118.160004,114.201729,2339100
2018-08-14,118.260002,120.150002,118.260002,118.980003,114.994247,1914800
2018-08-15,118.480003,120.480003,117.860001,120.050003,116.028404,2619100
2018-08-16,120.480003,121.599998,119.889999,121.110001,117.052902,2126800
2018-08-17,120.449997,121.879997,119.980003,121.800003,118.611008,2384200
2018-08-20,121.800003,122.940002,121.699997,122.550003,119.341370,2272500
2018-08-21,122.500000,123.220001,122.209999,123.010002,119.789322,2594900
2018-08-22,123.010002,123.010002,121.699997,121.870003,118.679176,2272200
2018-08-23,121.849998,122.230003,121.139999,121.709999,118.523361,1263600
2018-08-24,122.099998,122.949997,121.830002,122.739998,119.526382,1969600
2018-08-27,122.900002,124.070000,122.849998,123.849998,120.607323,2641100
2018-08-28,124.070000,124.440002,122.599998,122.750000,119.536133,2126400
2018-08-29,122.959999,123.510002,122.400002,123.470001,120.237274,1528000
2018-08-30,123.260002,123.620003,122.430000,122.849998,119.633507,1314400
2018-08-31,122.870003,123.129997,121.860001,122.879997,119.662720,2188500
2018-09-04,123.790001,124.400002,123.099998,124.339996,121.084496,2396900
2018-09-05,124.000000,124.989998,123.489998,124.660004,121.396118,2368300
2018-09-06,124.559998,124.830002,123.459999,123.699997,120.461250,2282200
2018-09-07,123.389999,124.389999,122.169998,122.989998,119.769844,2530000
2018-09-10,123.690002,125.089996,123.449997,124.339996,121.084496,2458000
2018-09-11,123.849998,124.300003,122.849998,123.070000,119.847748,2260400
2018-09-12,122.910004,123.959999,122.599998,123.300003,120.071739,3243100
2018-09-13,123.089996,124.949997,119.059998,119.699997,116.565987,5029200
2018-09-14,120.300003,120.860001,119.010002,120.389999,117.237915,3730600
2018-09-17,120.580002,121.019997,118.639999,119.089996,115.971954,2945200
2018-09-18,118.699997,119.680000,117.349998,118.239998,115.144211,2851300
2018-09-19,118.300003,118.790001,117.870003,118.250000,115.153946,1944800
2018-09-20,118.930000,119.599998,118.550003,119.120003,116.001175,1905500
2018-09-21,119.410004,120.050003,118.430000,118.489998,115.387665,4348400
2018-09-24,118.300003,118.680000,117.059998,117.330002,114.258034,1889400
2018-09-25,117.639999,117.750000,115.970001,116.260002,113.216057,2108700
2018-09-26,116.260002,117.349998,116.250000,116.699997,113.644531,2220600
2018-09-27,116.500000,117.339996,116.190002,116.730003,113.673752,1599800
2018-09-28,116.459999,116.860001,115.730003,116.750000,113.693222,2641800
2018-10-01,118.550003,118.860001,117.190002,117.459999,114.384628,1820200
2018-10-02,117.480003,117.550003,116.639999,116.989998,113.926941,1336100
2018-10-03,117.500000,118.540001,117.410004,117.779999,114.696251,1802900
2018-10-04,117.480003,118.339996,116.300003,117.309998,114.238556,1799800
2018-10-05,117.459999,118.139999,116.239998,117.239998,114.170387,2039200
2018-10-08,117.110001,119.220001,116.959999,118.779999,115.670067,2867100
