Date,Open,High,Low,Close,Adj Close,Volume
2018-06-29,108.720001,109.500000,107.800003,108.870003,105.492180,4721400
2018-07-02,108.699997,110.000000,108.309998,109.529999,106.131699,4711900
2018-07-03,108.580002,109.570000,108.059998,108.800003,105.424347,3769100
2018-07-05,108.910004,109.620003,108.000000,109.550003,106.151085,4870400
2018-07-06,109.489998,110.019997,108.970001,109.559998,106.160774,4387300
2018-07-09,109.129997,109.300003,107.519997,107.760002,104.416618,7866400
2018-07-10,110.620003,113.000000,109.680000,112.889999,109.387451,16107200
2018-07-11,112.639999,112.940002,112.099998,112.540001,109.048317,5521400
2018-07-12,112.540001,112.709999,110.970001,111.529999,108.069649,5500100
2018-07-13,111.680000,112.790001,111.620003,112.690002,109.193657,4417100
2018-07-16,112.559998,113.120003,111.750000,112.959999,109.455284,5413600
2018-07-17,113.470001,115.029999,113.470001,114.879997,111.315704,6783800
2018-07-18,114.919998,115.000000,113.889999,114.830002,111.267265,5379000
2018-07-19,114.769997,116.589996,114.750000,115.769997,112.178093,9241300
2018-07-20,115.750000,116.790001,115.220001,116.010002,112.410652,27559700
2018-07-23,115.519997,115.980003,113.580002,114.389999,110.840912,7769300
2018-07-24,114.139999,114.919998,113.849998,114.739998,111.180061,5095100
2018-07-25,114.940002,115.669998,114.500000,115.209999,111.635475,4762300
2018-07-26,116.139999,116.900002,114.879997,115.000000,111.431984,5096300
2018-07-27,114.769997,115.349998,114.029999,114.279999,110.734337,4563700
2018-07-30,113.779999,114.589996,113.669998,114.180000,110.637436,3621800
2018-07-31,114.660004,115.489998,114.110001,115.000000,111.431984,4892100
2018-08-01,114.419998,114.529999,113.230003,113.610001,110.085114,4169000
2018-08-02,113.599998,114.930000,113.089996,114.690002,111.131607,4167200
2018-08-03,114.769997,116.699997,114.370003,116.300003,112.691658,3934500
2018-08-06,117.250000,118.440002,116.900002,117.379997,113.738144,6704800
2018-08-07,116.449997,116.449997,113.529999,114.220001,110.676186,6919600
2018-08-08,114.519997,114.849998,113.470001,113.489998,109.968834,5172900
2018-08-09,114.120003,114.120003,113.379997,113.699997,110.172325,4068000
2018-08-10,113.589996,113.970001,112.570000,112.870003,109.368080,3711900
2018-08-13,112.809998,113.139999,112.010002,113.019997,109.513412,3170100
2018-08-14,112.699997,113.489998,112.110001,113.099998,109.590942,3836700
2018-08-15,112.760002,113.739998,112.250000,113.449997,109.930077,6513300
2018-08-16,113.739998,114.730003,113.370003,114.250000,110.705261,4504600
2018-08-17,114.000000,115.089996,114.000000,114.959999,111.393234,3391600
2018-08-20,114.989998,115.849998,114.599998,114.839996,111.276947,3676000
2018-08-21,115.250000,115.250000,113.650002,113.720001,110.191704,4667700
2018-08-22,113.699997,113.820000,111.959999,112.239998,108.757622,3860900
2018-08-23,112.169998,112.230003,111.510002,111.930000,108.457245,4508800
2018-08-24,111.870003,112.529999,111.800003,112.150002,108.670418,3677700
2018-08-27,112.580002,112.769997,111.830002,112.410004,108.922348,3155700
2018-08-28,112.220001,112.449997,110.889999,111.169998,107.720818,5229400
2018-08-29,111.300003,112.120003,111.220001,112.050003,108.573517,2403200
2018-08-30,111.870003,112.230003,111.550003,111.959999,108.486305,2119100
2018-08-31,111.769997,112.580002,111.260002,112.010002,108.534760,4248800
2018-09-04,111.820000,112.089996,110.449997,111.000000,107.556099,4576300
2018-09-05,110.760002,113.169998,110.699997,113.120003,109.610313,4392100
2018-09-06,112.000000,113.529999,111.440002,113.500000,110.888222,4808300
2018-09-07,112.849998,113.500000,111.510002,112.739998,110.145706,3833800
2018-09-10,112.919998,113.989998,112.699997,113.570000,110.956612,3289700
2018-09-11,111.849998,113.750000,111.849998,113.330002,110.722137,2807300
2018-09-12,113.309998,114.230003,113.040001,113.849998,111.230171,3651400
2018-09-13,114.489998,115.010002,113.690002,114.989998,112.343933,3808100
2018-09-14,114.889999,114.889999,113.720001,114.570000,111.933594,2698300
2018-09-17,114.599998,115.449997,114.220001,115.400002,112.744499,3092600
2018-09-18,115.480003,115.480003,113.690002,113.980003,111.357178,4081200
2018-09-19,113.949997,114.239998,113.459999,113.769997,111.152008,2844900
2018-09-20,114.230003,115.510002,114.110001,115.220001,112.568642,3375900
2018-09-21,115.260002,115.519997,114.839996,114.910004,112.265778,6989500
2018-09-24,114.099998,114.720001,112.199997,112.269997,109.686516,3387400
2018-09-25,112.639999,112.750000,111.760002,111.970001,109.393433,3538700
2018-09-26,112.269997,112.860001,111.309998,111.500000,108.934242,4053500
2018-09-27,111.430000,112.400002,110.910004,111.050003,108.494598,3841500
2018-09-28,111.540001,112.050003,110.910004,111.800003,109.227341,5945300
2018-10-01,112.150002,112.480003,110.669998,110.709999,108.162422,5064700
2018-10-02,110.449997,111.110001,107.699997,108.720001,106.218224,6702200
2018-10-03,109.209999,109.709999,107.169998,107.519997,105.045830,6107500
2018-10-04,106.849998,107.400002,105.800003,106.610001,104.156769,4930300
2018-10-05,106.250000,107.010002,105.980003,106.489998,104.039528,3438100
2018-10-08,106.360001,108.339996,106.309998,108.190002,105.700417,3994100
2018-10-09,108.680000,108.940002,107.519997,108.120003,105.632027,4105600
2018-10-10,107.589996,109.349998,107.199997,107.339996,104.869972,5796200
2018-10-11,108.209999,108.480003,104.900002,105.059998,102.642433,5755100
2018-10-12,105.300003,105.760002,104.529999,105.279999,102.857376,4543000
2018-10-15,105.199997,106.650002,105.169998,105.629997,103.199310,3805700
2018-10-16,106.309998,107.690002,105.839996,107.389999,104.918823,4061600
2018-10-17,107.209999,108.779999,107.190002,108.309998,105.817642,4495900
2018-10-18,108.480003,109.349998,107.550003,107.930000,105.446388,4093700
2018-10-19,108.589996,110.599998,108.489998,110.290001,107.752090,5109000
2018-10-22,110.089996,110.889999,109.239998,109.400002,106.882568,5477700
2018-10-23,108.930000,110.529999,108.320000,110.129997,107.595764,4484100
2018-10-24,110.199997,114.160004,109.949997,112.959999,110.360649,8222900
2018-10-25,112.959999,113.269997,111.419998,112.849998,110.253174,6712900
2018-10-26,111.620003,112.059998,109.690002,110.449997,107.908401,5872800
2018-10-29,111.290001,113.309998,111.139999,112.889999,110.292252,5706000
2018-10-30,113.750000,114.230003,112.599998,113.769997,111.152008,4900400
2018-10-31,113.489998,113.489998,111.190002,112.379997,109.793991,6449500
2018-11-01,112.000000,113.139999,110.980003,111.510002,108.944016,5736700
2018-11-02,111.489998,112.099998,109.629997,111.169998,108.611832,6705700
2018-11-05,111.690002,114.440002,111.279999,114.389999,111.757744,5270400
2018-11-06,114.029999,115.349998,113.860001,115.209999,112.558868,3913400
2018-11-07,115.449997,115.769997,114.440002,115.610001,112.949661,4219600
2018-11-08,115.379997,116.500000,115.250000,116.059998,113.389313,2925100
2018-11-09,116.080002,117.709999,116.080002,117.480003,114.776634,5026300
2018-11-12,117.000000,118.320000,116.709999,116.970001,114.278374,4781900
2018-11-13,117.750000,117.750000,116.209999,117.139999,114.444458,3609900
2018-11-14,117.440002,117.480003,116.269997,116.650002,113.965729,4423800
2018-11-15,116.430000,116.989998,115.599998,116.800003,114.112289,4045700
2018-11-16,117.050003,118.480003,116.839996,118.349998,115.626617,4484300
2018-11-19,118.080002,119.519997,117.970001,119.010002,116.271431,4673900
2018-11-20,119.800003,120.279999,115.779999,116.000000,113.330696,5087800
2018-11-21,115.889999,116.889999,114.919998,115.279999,112.627258,3245000
2018-11-23,114.779999,116.570000,114.779999,115.410004,112.754272,1444700
2018-11-26,115.879997,116.430000,114.989998,115.860001,113.193909,2972500
2018-11-27,115.370003,116.529999,114.900002,116.440002,113.760567,2884700
2018-11-28,115.980003,118.519997,115.570000,118.500000,115.773163,3989400
2018-11-29,118.400002,118.870003,117.440002,118.269997,115.548454,2878700
2018-11-30,118.129997,122.000000,118.129997,121.940002,119.134003,8051100
2018-12-03,120.480003,120.910004,117.510002,118.980003,116.242126,6112600
2018-12-04,119.370003,120.610001,117.449997,117.800003,115.089279,7018200
